Código-Actividades;Titulo-Actividades;Código-NIC
825037;Apoyar la lactancia materna su la madres así lo desea.;8250
084404;Apoyar la parte corporal afectada.;0844
529011;Apoyar la progresión a través de los estadios de aflicción personal.;5290
524714;Apoyar la toma de decisiones acerca de la conveniencia del embarazo,en función de los factores de riesgo identificados.;5247
771020;Apoyar las actividades de investigación y de garantía de la calidad en colaboración.;7710
712011;Apoyar las actividades familiares que estimulen la salud del paciente o el control de la enfermedad, cuando corresponda.;7120
439009;Apoyar las actividades grupales formales e informales para fomentar compartir, la cooperación, el compromiso y el liderazgo.;4390
704009;Apoyar las decisiones tomadas por el cuidador principal.;7040
772626;Apoyar las experiencias de liderazgo de los estudiantes, si procede.;7726
905028;Apoyar las iniciativas legales que fomentan y hacen cumplir la seguridad en el vehículo.;9050
450005;Apoyar las medidas de regulación de venta y distribución de alcohol a menores.;4500
526022;Apoyar los esfuerzos de la familia para permanecer a pie de cama.;5260
502009;Apoyar los esfuerzos de los participantes para favorecer la resolución.;5020
500032;Apoyar los esfuerzos del paciente para interactuar con los demás de una manera positiva.;5000
529022;Apoyar los esfuerzos para resolver conflictos anteriores, si procede.;5290
529023;Apoyar los progresos conseguidos en el proceso de aflicción.;5290
885009;Apoyar programas para revelar peligros ambientales.;8850
450014;Apoyar u organizar grupos comunitarios para disminuir lesiones asociadas con el alcohol , como asociaciones contra los conductores alcohólicos.;4500
653026;Apoyar un registro nacional para seguir el estado de inmunización.;6530
167008;Arreglar con el barbero o peluquero para cortar el cabello al paciente, si es necesario.;1670
648018;Arreglar con esmero la ropa de cama y todo el material de esté a la vista del paciente.;6480
788004;Arreglar el equipo que no funcione correctamente.;7880
750009;Arreglar el traslado de la persona/ familia a los servicios de empleo, si fuera necesario.;7500
750018;Arreglar el traslado de la persona/familia a la institución que provee la asistencia de vestimenta, si es necesario.;7500
180306;Arreglar la comida en la bandeja, si es necesario, como cortar la carne o pelar un huevo.;1803
714001;Asegurar a la familia que al paciente se le brinde los mejores cuidados posibles.;7140
717008;Asegurar a la familia que se está dando la mejor atención posible al paciente.;7170
542026;Asegurar al individuo que el cuidador estará disponible para apoyarle en los momentos de sufrimiento.;5420
660013;Asegurar al paciente que el pelo volverá a crecer después de que haya concluido el tratamiento con radiación, cuando proceda.;6600
346005;Asegurar al paciente que la terapia con sanguijuelas es un tratamiento médico aceptado.;3460
449007;Asegurar al paciente que los síntomas físicos de la abstinencia de la nicotina son temporales.;4490
293004;Asegurar de que el paciente no recibe nada por boca, si procede.;2930
124015;Asegurar de que el paciente se encuentra en posición de sentado antes de comer o alimentarse.;1240
792023;Asegurar de que el registro médico es completo en el momento del alta, si procede.;7920
157008;Asegurar de que se han administrado antieméticos eficaces para prevenir el vómito siempre que haya sido posible.;1570
330224;Asegurar el cambio de los circuitos del ventilador cada 24 horas.;3302
670005;Asegurar el consentimiento informado.;6700
409119;Asegurar el control continuo a pie de cama de ECG por parte de personas cualificadas.;4091
409204;Asegurar el control continuo a pie de cama de ECG por parte de personas cualificadas.;4092
187009;Asegurar el funcionamiento del tubo y del equipo correspondiente.;1870
318028;Asegurar el globo endotraqueal/de traqueostomía esté inflado durante la alimentación, si procede.;3180
772601;Asegurar la aceptación por parte del paciente de los estudiantes como cuidadores.;7726
409104;Asegurar la confirmación de la colocación del marcapasos postimplantación en la introducción inicial con una radiografía de tórax basal.;4091
284015;Asegurar la correcta colocación de las correas de seguridad y la seguridad continua del paciente en todas las fases de los cuidados de anestesia.;2840
187008;Asegurar la correcta colocación del tubo.;1870
221405;Asegurar la disponibilidad de antagonistas del narcótico para administración de emergencia y administrar según orden del médico, si es necesario.;2214
112017;Asegurar la disponibilidad de una dieta terapéutica progresiva.;1120
284010;Asegurar la disponibilidad del equipo de emergencia y resucitación.;2840
423408;Asegurar la disponibilidad del equipo de emergencia.;4234
226015;Asegurar la disponibilidad y administrar antagonistas, si procede, de acuerdo con prescripción médica o protocolo.;2260
768005;Asegurar la disposición de equipos y medicamentos de urgencia ates del procedimiento.;7680
292009;Asegurar la documentación y comunicación  de cualquier alergia.;2920
366104;Asegurar la ingesta adecuada de nutrientes y líquidos.;3661
661401;Asegurar la intimidad y la confidencialidad.;6614
646204;Asegurar la intimidad y la seguridad mientras se desviste y se limpia.;6462
614001;Asegurar la permeabilidad de vías aéreas, la administración de respiración artificial y la realización de compresiones cardíacas.;6140
180321;Asegurar la posición adecuada del paciente para facilitarla masticación y la deglución.;1803
330238;Asegurar la presencia del equipo de emergencia a pie de cama en todo momento (p. ej., bolsa de reanimación manual conectada a oxígeno, mascarillas, equipo/suministros de succión) incluidos los preparativos necesarios si se producen caídas de tensión eléctrica.;3302
330043;Asegurar la presencia del equipo de emergencia a pie de cama en todo momento (p.ej., bolsa de reanimación manual conectada a oxígeno, macarillas, equipo/suministros de succión) incluidos los preparativos necesarios si se producen caídas de tensión eléctrica.;3300
439011;Asegurar la presencia y supervisión del personal.;4390
332011;Asegurar la recolocación de la máscara/cánula de oxígeno cada vez que se extrae el dispositivo.;3320
766014;Asegurar la salvaguardia de los suministros del carro, del equipo y de la información del paciente según el protocolo del centro y los reglamentos legales (p. ej., HIPAA).;7660
330220;Asegurar períodos de reposo diarios (p. ej., de 15 a 30 minutos cada 4 a 6 horas).;3302
221402;Asegurar que el acceso i.v. está bien colocado en todo momento durante la terapia.;2214
474006;Asegurar que el entorno es óptimo para realizar la tarea (p. ej., el cliente está en una posición cómoda, la sala está bien iluminada, el cliente lleva gafas).;4740
649048;Asegurar que el paciente lleve zapatos que ajusten correctamente, firmemente atados y con suelas antideslizantes.;6490
552033;Asegurar que la información proporcionada por los diversos miembros del equipo de cuidados sea consistente.;5520
330212;Asegurar que las alarmas del respirador están conectadas.;3302
276005;Asegurar que las extremidades afectadas estén en una posición correcta .;2760
827447;Asegurar que las pruebas y/o tratamientos médicos se realizan de una manera sincronizada, si procede.;8274
772612;Asegurar que los estudiantes conozcan y comprendan las normas de incendio y desastes y los procedimientos de código de emergencia.;7726
346013;Asegurar que los extremos y posterior de la sanguijuela están sujetos a la zona afectada.;3460
850015;Asegurar que los miembros de la comunidad controlen la toma de decisiones.;8500
524705;Asegurar si se han producido abusos físicos.;5247
224014;Asegurar una ingesta adecuada de líquidos para evitar la deshidratación y los desequilibrios de electrólitos.;2240
044006;Asegurar una ingesta adecuada de líquidos.;0440
352019;Asegurar una ingesta dietética adecuada.;3520
215008;Asegurar una manipulación, aséptica del catéter peritoneal y de las conexiones.;2150
409005;Asegurar una monitorización continua del ECG a pie de cama por parte de personas cualificadas.;4090
354028;Asegurar una nutrición adecuada, especialmente proteínas, vitaminas B y C , hierro y calorías por medio de suplementos, si es preciso.;3540
409012;Asegurar una rápida disponibilidad de medicamentos de urgencia para la disritmia.;4090
761014;Asegurar una sincronización exacta en los análisis que requieran tiempos específicos.;7610
788007;Asegurar una toma de tierra adecuada de los equipos electrónicos.;7880
654024;Asegurar una técnica de cuidados de heridas adecuada.;6540
881014;Asegurarse de disponer de quipo protector (p. ej., trajes, gorros, guantes, respiradores protectores) y de que esté en buen estado.;8810
677116;Asegurarse de los signos de  frecuencias cardíacas normales, incluyendo características típicas como artefacto, pérdida de señal con el movimiento fetal, frecuencia alta y aspecto irregular.;6771
677210;Asegurarse de los signos de frecuencia cardíacas normales, incluyendo características típicas como artefacto, pérdida de señal en movimiento fetal, frecuencia alta y aspecto irregular.;6772
614006;Asegurarse de que alguien del personal realiza la oxigenación del paciente y ayuda con la intubación, si está indicado.;6140
614010;Asegurarse de que alguna persona atienda las necesidades de la familia, si está presente.;6140
646213;Asegurarse de que el agua esté a la temperatura adecuada.;6462
231917;Asegurarse de que el catéter está fijado a la piel del paciente.;2319
766012;Asegurarse de que el desfibrilador sigue conectado y se carga en los intervalos de utilización.;7660
423405;Asegurarse de que el donante ha comido en las 4 a 6 horas anteriores a la donación de sangre.;4234
226010;Asegurarse de que el equipo de reanimación de urgencia está disponible con facilidad, puede suministrar O2 al 100%, medicación de urgencia y un desfibrilador.;2260
097006;Asegurarse de que el equipo funciona antes de utilizado.;0970
766003;Asegurarse de que el equipo se encuentre en condiciones operativas (es decir, montar el laringoscopio y comprobar que la bombilla funciona), si está indicado.;7660
293005;Asegurarse de que el historial físico completo se encuentra registrado en la hoja.;2930
056004;Asegurarse de que el individuo puede diferenciar entre la elevación y la contracción del músculo deseada y el esfuerzo de contención no deseado.;0560
827411;Asegurarse de que el lenguaje corporal concuerda con la comunicación verbal.;8274
552015;Asegurarse de que el material de enseñanza es actual y está al día.;5520
257004;Asegurarse de que el paciente (o el representante legal designado si el paciente no está capacitado para dar su consentimiento informado) comprende adecuadamente la TEC cuando el médico solicita el consentimiento informado para administrar TEC.;2570
