Código-Indicador;Titulo-Indicador;Código-Escala;Código-Resultado
130421;Expresa expectativas positivas sobre el futuro.;9;1304
130501;Establecimiento de objetivos realistas.;9;1305
130502;Mantenimiento de la autoestima.;9;1305
130503;Expresiones de productividad.;9;1305
130504;Expresiones de utilidad.;9;1305
130505;Expresiones de optimismo sobre el presente.;9;1305
130506;Expresiones de optimismo sobre el futuro;9;1305
130507;Expresiones de sentimientos permitidos.;9;1305
130508;Identificación de múltiples estrategias de superación.;9;1305
130509;Uso de estrategias de superación efectivas.;9;1305
130510;Control financiero eficaz.;9;1305
130511;Expresiones de satisfacción con la reorganización de la vida.;9;1305
130512;Expresiones de sentimientos socializados.;9;1305
130513;Expresiones de apoyo social adecuado.;9;1305
130514;Participación en aficiones recreativas.;9;1305
130601;Enlentecimiento de los procesos del pensamiento.;3;1306
130602;Trastorno de memoria.;3;1306
130603;Interferencia con la concentración.;3;1306
130604;Indecisión.;3;1306
130605;Nivel de angustia por el dolor.;3;1306
130606;Preocupación sobre la tolerancia al dolor.;3;1306
130607;Preocupación sobre la carga para los demás.;3;1306
130608;Preocupación sobre el abandono.;3;1306
130609;Depresión.;3;1306
130610;Ansiedad.;3;1306
130611;Tristeza.;3;1306
130612;Inutilidad.;3;1306
130613;Desesperanza.;3;1306
130614;Desprecio.;3;1306
130615;Aislamiento.;3;1306
130616;Temor a los procedimientos y equipamiento.;3;1306
130617;Temor al dolor insoportable;3;1306
130618;Enojo con los efectos nocivos del dolor.;3;1306
130619;Ideas de suicidio.;3;1306
130620;Pensamientos pesimistas.;3;1306
130621;Rencor hacia los demás.;3;1306
130622;Ira sobre los efectos incapacitantes del dolor.;3;1306
130701;Pone los asuntos en orden.;9;1307
130702;Expresa esperanza.;9;1307
130703;Participa en las decisiones relacionadas con los cuidados.;9;1307
130704;Participa en las decisiones sobre la hospitalización.;9;1307
130705;Participa en las decisiones sobre el estado de reanimación.;9;1307
130706;Controla las decisiones sobre la donación de órganos.;9;1307
130707;Participa en la planificación del funeral.;9;1307
130708;Mantiene el testamento actual.;9;1307
130709;Mantiene directivas avanzadas.;9;1307
130710;Resuelve aspectos y preocupaciones importantes.;9;1307
130711;Comparte sentimientos sobre la muerte.;9;1307
130712;Se concilia con las relaciones.;9;1307
130713;Finaliza objetivos significativos.;9;1307
130714;Mantiene el sentido de control del tiempo que le resta.;9;1307
130715;Intercambio de afecto con los demás.;9;1307
130716;Se desconecta gradualmente de personas significativas.;9;1307
130717;Recuerda memorias de su vida.;9;1307
130718;Revisa logros de su vida.;9;1307
130719;Comenta experiencias espirituales.;9;1307
130720;Comenta preocupaciones espirituales.;9;1307
130721;Mantiene independencia física.;9;1307
130722;Controla las elecciones de tratamiento.;9;1307
130723;Controla la ingesta de alimentos / bebidas.;9;1307
130724;Controla las posesiones personales.;9;1307
130725;Expresa preparación para morir.;9;1307
130801;Expresa verbalmente capacidad para adaptarse a la discapacidad.;9;1308
130802;Expresa verbalmente reconciliación con la discapacidad.;9;1308
130803;Se adapta a limitaciones funcionales.;9;1308
130804;Modifica el estilo de vida para acomodarse a la discapacidad.;9;1308
130805;Modifica objetivos de carrera para acomodarse a la discapacidad.;9;1308
130806;Utiliza estrategias para disminuir el estrés relacionado con la discapacidad.;9;1308
130807;Identifica maneras para aumentar el sentido de control.;9;1308
130808;Identifica maneras para enfrentarse con cambios en su vida.;9;1308
130809;Identifica riesgo de complicaciones asociadas con la discapacidad.;9;1308
130810;Identifica un plan para cumplir las actividades de la vida diaria.;9;1308
130811;Identifica un plan para cumplir las actividades instrumentales de la vida diaria.;9;1308
130812;Acepta la necesidad de asistencia física.;9;1308
130817;Informa de la disminución del estrés relacionado con la discapacidad.;9;1308
130818;Informa de la disminución de los sentimientos negativos.;9;1308
130819;Informa de la disminución de la imagen corporal negativa.;9;1308
130820;Informa del aumento de confort psicológico.;9;1308
130821;Obtiene información sobre la discapacidad.;9;1308
130822;Utiliza recursos de la comunidad.;9;1308
130823;Obtiene ayuda de un profesional sanitario.;9;1308
130824;Utiliza Un sistema de apoyo personal.;9;1308
130901;Verbaliza una actitud positiva.;9;1309
130902;Utiliza estrategias de afrontamiento efectivas.;9;1309
130903;Expresa emociones.;9;1309
130904;Clarifica una comunicación ambigua.;9;1309
130905;Se comunica de forma adecuada para la edad.;9;1309
130906;Muestra un estado de ánimo positivo.;9;1309
130907;Muestra una autoestima positiva.;9;1309
130908;Expresa comodidad con la soledad.;9;1309
130909;Expresa autoeficacia.;9;1309
130910;Asume la responsabilidad de sus propias acciones.;9;1309
130911;Varbaliza un sentido aumentado de control.;9;1309
130912;Busca apoyo emocional.;9;1309
130913;Sopesa alternativas para resolver problemas.;9;1309
130914;Se adapta a adversidades como desafíos.;9;1309
130915;Propone soluciones prácticas, constructivas para los conflictos.;9;1309
130916;Progresa hacia los objetivos.;9;1309
130917;Utiliza estrategias para potenciar la salud.;9;1309
130918;Utiliza estrategias para evitar situaciones violentas.;9;1309
130919;Evita el abuso de drogas.;9;1309
130920;Evita el abuso de alcohol.;9;1309
130921;Se aparta de relaciones abusivas.;9;1309
130922;Practica sexo seguro.;9;1309
130923;Se abstiene de perjudicar a los oltros.;9;1309
130924;Identifica modelos de roles.;9;1309
130925;Identifica los recursos comunitarios disponibles.;9;1309
130926;Utiliza los recursos comunitarios disponibles.;9;1309
130927;Utiliza los grupos de apoyo disponibles.;9;1309
130928;Participa en el trabajo.;9;1309
130929;Participa en actividades escolares curriculares.;9;1309
130930;Participa en actividades escolares extracurriculares.;9;1309
130931;Participa en actividades de la comunidad.;9;1309
130932;Participa en actividades de ocio.;9;1309
130933;Utiliza recursos educativos y vocacionales.;9;1309
130934;Verbaliza la preparación para aprender.;9;1309
140005;Utiliza mecanismos alternativos para superar el estrés.;9;1400
140006;Discute la conducta abusiva.;9;1400
140007;Identifica factores que contribuyen a la conducta abusiva.;9;1400
140008;Expresa sentimientos sobre la víctima.;9;1400
140009;Identifica recursos de ayuda social.;9;1400
140010;Expresa frustración.;9;1400
140011;Utiliza la conducta de protección hacia la víctima.;9;1400
140012;Demuestra autoestima.;9;1400
140013;Expone expectativas congruentes con el nivel de desarrollo.;9;1400
140016;Expresa empatía por la víctima.;9;1400
140017;Demuestra control de impulsos.;9;1400
140018;Demuestra conocimiento de las conductas de rol correctas.;9;1400
140020;Participa en el régimen terapéutico necesario.;9;1400
140022;Obtiene el tratamiento necesario.;9;1400
140023;Utiliza un sistema de apoyo personal.;9;1400
140024;Utiliza técnicas de cuidados adecuadas.;9;1400
140025;Se abstiene de una conducta abusiva físicamente.;9;1400
140026;Se abstiene de una conducta abusiva emocionalmente.;9;1400
140027;Se abstiene de una coducta abusiva sexualmente.;9;1400
140028;Se abstiene del abandono de las necesidades básicas de la persona dependiente.;9;1400
140101;Se abstiene de arrebatos verbales.;9;1401
140103;Se abstiene de golpear a los demás.;9;1401
140104;Se abstiene de dañar a los demás.;9;1401
140105;Se abstiene de dañar a los animales.;9;1401
140106;Se abstiene de destruir la propiedad.;9;1401
140109;Verbaliza el control de los impulsos.;9;1401
140110;Identifica cuándo se enfada.;9;1401
140111;Identifica cuándo está frustrado.;9;1401
140112;Identifica situaciones que desencadenan hostilidad.;9;1401
140113;Identfica responsabilidad para mantener el control.;9;1401
140114;Identifica cuándo se siente agresivo.;9;1401
140115;Identifica alternativas a la agresión.;9;1401
140116;Identifica alternativas a los arrebatos verbales.;9;1401
140117;Desahoga sentimientos negativos de forma no destructiva.;9;1401
140118;Autocontrola conductas agresivas.;9;1401
140119;Mantiene el autocontrol sin supervisión.;9;1401
140121;Utiliza actividades físicas para reducir la energía acumulada.;9;1401
140122;Utiliza técnicas específicas para controlar la ira.;9;1401
140123;Utiliza técnicas específicas para controlar la frustración.;9;1401
140124;Utiliza habiliadades efectivas de resolución de conflictos.;9;1401
140125;Expresa las necesidades de forma no destructiva.;9;1401
140126;Evita violar el espacio temporal de otros.;9;1401
140201;Monitoriza la intensidad de la ansiedad.;9;1402
140202;Elimina precursores de la ansiedad.;9;1402
140203;Disminuye los estímulos ambientales cuando está ansioso.;9;1402
140204;Busca información para reducir la ansiedad.;9;1402
140205;Planea estrategias para superar situaciones estresantes.;9;1402
140206;Planifica estrategias de superación efectivas.;9;1402
140207;Utiliza técnicas de relajación para reducir la ansiedad.;9;1402
140208;Refiere disminución de la duración de episodios.;9;1402
140209;Refiere incremento de la duración del tiempo entre episodios.;9;1402
140210;Mantiene el desempeño del rol.;9;1402
140211;Conserva las relaciones sociales.;9;1402
140212;Mantiene la concentración.;9;1402
140213;Refiere ausencia de distorsiones de la percepción sensitiva.;9;1402
140214;Refiere dormir de forma adecuada.;9;1402
140215;Refiere ausencia de manifestaciones físicas de ansiedad.;9;1402
140216;Ausencia de manifestaciones de una conducta de ansiedad.;9;1402
140217;Controla la respuesta de ansiedad.;9;1402
140301;Reconoce que tiene alucinaciones o ideas delirantes.;9;1403
140302;No hace caso a alucinaciones o ideas delirantes.;9;1403
140303;No responde a las alucinaciones o ideas delirantes.;9;1403
140304;Verbaliza frecuencia de alucinaciones o ideas delirantes.;9;1403
140305;Describe el contenido de alucinaciones o ideas delirantes.;9;1403
140306;Refiere disminución de alucinaciones o ideas delirantes.;9;1403
140307;Solicita la ratificación de la realidad.;9;1403
140308;Mantiene afecto compatible con su estado de ánimo.;9;1403
140309;Interacciona con los demas de forma apropiada.;9;1403
140310;Su conducta indica una interpretación exacta del ambiente.;9;1403
140311;Muestra patrones de flujo de pensamiento lógico.;9;1403
140312;Expone pensamiento basado en la realidad.;9;1403
140313;Expone un contenido del pensamiento apropiado.;9;1403
140314;Expone capacidad para adoptar ideas a los demás.;9;1403
140401;Supervisa la intensidad del miedo.;9;1404
140402;Elimina los factores precursores del miedo.;9;1404
140403;Busca información para reducir el miedo.;9;1404
140404;Evita fuentes de miedo cuando es posible.;9;1404
140405;Planea estrategias para superar las situaciones temibles.;9;1404
140406;Utiliza estrategias de superación efectivas.;9;1404
140407;Utiliza técnicas de relajación para reducir el miedo.;9;1404
140408;Refiere disminución de la duración de episodios.;9;1404
140409;Refiere aumento de la duración entre episodios.;9;1404
140410;Mantiene la realización del rol.;9;1404
140411;Mantiene las relaciones sociales.;9;1404
140412;Mantiene la concentración.;9;1404
140413;Mantiene el control sobre su vida.;9;1404
140414;Mantiene el funcionamiento físico.;9;1404
140415;Mantiene el sentido del propósito a pesar del miedo.;9;1404
140416;Continúa siendo productivo.;9;1404
140417;Controla la respuesta del miedo.;9;1404
140501;Identifica conductas compulsivas perjudiciales.;9;1405
140502;Identifica sentimientos que conducen a acciones impulsivas.;9;1405
140503;Identifica conductas que conducen a acciones impulsivas.;9;1405
140504;Identifica consecuencias de las acciones impulsivas propias a los demás.;9;1405
140505;Reconoce los riesgos ambientales.;9;1405
140507;Verbaliza control de los impulsos.;9;1405
140509;Identifica sistemas de apoyo social.;9;1405
140511;Confirma el contrato para el control de la conducta.;9;1405
140512;Mantiene el autocontrol sin supervisión.;9;1405
140514;Evita entornos de alto riesgo.;9;1405
140515;Evita situaciones de alto riesgo.;9;1405
140516;Obtiene ayuda cuando presenta impulsos.;9;1405
140517;Mantiene las visitas de derivación.;9;1405
140601;Se contiene para acumular medios para autolesionarse.;9;1406
140604;Mantiene el compromiso de no autolesionarse.;9;1406
140605;Mantiene el control sin supervisión.;9;1406
140606;No se autolesiona.;9;1406
140608;Obtiene ayuda cuando es necesario.;9;1406
140609;Utiliza los grupos de apoyo disponibles.;9;1406
140610;Utiliza la medicación según prescripción.;9;1406
140611;Participa en actividades de fomento de la salud mental.;9;1406
140612;Sigue el régimen terapéutico.;9;1406
140613;Utiliza estrategias efectivas de afrontamiento.;9;1406
140701;Disminución sostenida de la actividad física.;3;1407
140702;Alteración crónica de la función motora.;3;1407
140703;Disminución crónica de la resistencia.;3;1407
140704;Fatiga crónica.;3;1407
140705;Alteración crónica de la función cognitiva.;3;1407
140706;Alteración crónica de la respiración.;3;1407
140707;Recuperación prolongada de la enfermedad.;3;1407
140709;Dificultad para mantener adecuadamente el empleo.;3;1407
140710;Dificultad para mantener adecuadamente el hogar.;3;1407
140711;Dificultad para mantenerse económicamente.;3;1407
140712;Accidentes de tráfico repetidos en el último año.;3;1407
140713;Arrestos habituales en el último año.;3;1407
140714;Visitas a urgencias repetidas en el último año.;3;1407
140715;Hospitalizaciones repetidas en el último año.;3;1407
140717;Multas de tráfico en el mismo año.;3;1407
140718;Absentismo laboral.;3;1407
140719;Absentismo escolar.;3;1407
140720;Dificultad para mantener el rendimiento.;3;1407
140721;dificultad para mantener las relaciones sociales.;3;1407
140722;Riesgo de infección por compartir agujas.;3;1407
140801;Expresa sentimientos.;9;1408
140802;Mantiene vinculaciones en las relaciones.;9;1408
140804;Verbaliza ideas de suicidio, si existente.;9;1408
140805;Verbaliza control de impulsos.;9;1408
140806;Se reprime para argumentar el suicidio.;9;1408
140807;No regala las posesiones.;9;1408
140809;Se contiene de utilizar sustancias modificadoras del estado de ánimo.;9;1408
140810;Revela planes de suicidio si existen.;9;1408
140811;Defiende el suicidio.;9;1408
140812;Mantiene el autocontrol sin supervisión.;9;1408
140813;No intenta suicidarse.;9;1408
140815;Expresa esperanza.;9;1408
140816;No intenta causarse lesiones graves.;9;1408
140819;Refiere control adecuado del dolor crónico.;9;1408
140821;Utiliza los servicios de salud mental disponibles.;9;1408
140822;Hace planes para el futuro.;9;1408
140823;Obtiene ayuda cuando es necesario.;9;1408
140824;Obtiene tratamiento para la depresión.;9;1408
140825;Obtiene tratamiento para el abuso de sustancias.;9;1408
140826;Utiliza recursos para la prevención del suicidio;9;1408
140827;Utiliza un grupo de apoyo social.;9;1408
140901;Supervisa la capacidad para concentrarse.;9;1409
140902;Supervisa la intensidad de la depresión.;9;1409
140903;Identifica factores precursores de depresión.;9;1409
140904;Planifica estrategias para reducir los efectos de los factores precursores.;9;1409
140905;Ausencia de manifestaciones de una conducta depresiva.;9;1409
140906;Refiere dormir de forma adecuada.;9;1409
140907;Refiere mejoría de la libido.;9;1409
140908;Refiere ausencia de manifestaciones físicas de depresión.;9;1409
140909;Refiere mejoría del estado de ánimo.;9;1409
140910;Mantiene un peso estable.;9;1409
140911;Sigue un esquema terapéutico.;9;1409
140913;Sigue un programa de ejercicio.;9;1409
140914;Cumple el programa terapéutico.;9;1409
140915;Refiere cambios en los síntomas.;9;1409
140918;Mantiene el aseo y la higiene personal.;9;1409
140920;Evita el mal uso de alcohol.;9;1409
140921;Evita el mal uso de fármacos sin receta.;9;1409
140922;Evita las drogas de uso recreativo.;9;1409
140923;Utiliza la medicación según prescripción.;9;1409
140924;Fija objetivos realistas.;9;1409
140925;Retrasa las grandes decisiones hasta que se encuentre mejor.;9;1409
